50,0.5,0.01,4,247,191,311,171,478.648200759506,6194
50,0.5,0.01,4,247,191,171,215,464.905701368808,1154
50,0.5,0.01,4,249,120,187,135,545.371574973662,4226
50,0.5,0.01,4,195,311,171,247,486.70503811461,5858
50,0.5,0.01,4,321,247,321,215,543.352113506873,1826
50,0.5,0.01,4,191,171,245,215,470.477230608925,7826
50,0.5,0.01,4,215,251,171,195,484.434413122394,7010
50,0.5,0.01,4,215,171,247,191,464.905701368808,6722
50,0.5,0.01,4,257,187,171,116,509.370063900488,7442
50,0.5,0.01,4,195,269,191,215,510.827268101846,7586
50,0.5,0.01,16,251,191,223,171,518.314413038374,3998
50,0.5,0.01,16,171,116,195,247,496.190335569675,3998
50,0.5,0.01,16,195,311,171,247,486.70503811461,1814
50,0.5,0.01,16,315,171,251,215,484.458263399828,5972
50,0.5,0.01,16,135,311,247,195,508.270721073628,1520
50,0.5,0.01,16,249,171,215,195,480.248234129949,6434
50,0.5,0.01,16,257,183,311,135,532.47503900609,6938
50,0.5,0.01,16,311,183,135,249,531.011454278211,6728
50,0.5,0.01,16,195,215,171,249,480.248234129949,4292
50,0.5,0.01,16,171,183,311,247,496.294388104143,4292
50,0.5,0.01,48,229,249,120,171,527.035860659395,3742
50,0.5,0.01,48,191,135,215,249,487.727333395821,7668
50,0.5,0.01,48,191,251,215,171,470.718313268226,6004
50,0.5,0.01,48,191,171,261,311,488.312267764134,7642
50,0.5,0.01,48,215,247,191,195,498.55394901796,6810
50,0.5,0.01,48,195,247,311,171,486.70503811461,2806
50,0.5,0.01,48,195,247,311,171,486.70503811461,5848
50,0.5,0.01,48,195,171,116,249,496.576638241514,7018
50,0.5,0.01,48,247,171,215,195,479.783171401572,6160
50,0.5,0.01,48,171,215,247,191,464.905701368808,7642
50,0.5,0.01,88,171,249,215,191,465.465934102086,5966
50,0.5,0.01,88,171,191,249,116,491.644329140335,5876
50,0.5,0.01,88,171,311,195,247,486.70503811461,7160
50,0.5,0.01,88,315,223,171,249,516.518198027834,6884
50,0.5,0.01,88,171,191,249,215,465.465934102086,5390
50,0.5,0.01,88,215,191,247,195,498.55394901796,1142
50,0.5,0.01,88,215,195,171,251,484.434413122395,7274
50,0.5,0.01,88,215,171,191,245,470.477230608925,5678
50,0.5,0.01,88,215,247,171,183,500.9530656275,6830
50,0.5,0.01,88,311,187,171,247,493.669911613662,6098
50,0.5,0.05,4,191,215,171,247,464.905701368808,4850
50,0.5,0.05,4,247,191,215,171,464.905701368807,1106
50,0.5,0.05,4,249,171,191,311,479.168782814784,7490
50,0.5,0.05,4,171,215,247,191,464.905701368808,7778
50,0.5,0.05,4,215,171,247,191,464.905701368808,5570
50,0.5,0.05,4,215,191,247,171,464.905701368808,3074
50,0.5,0.05,4,247,215,171,191,464.905701368808,6050
50,0.5,0.05,4,171,215,191,247,464.905701368807,6242
50,0.5,0.05,4,191,215,171,247,464.905701368808,2258
50,0.5,0.05,4,311,171,191,249,479.168782814784,5426
50,0.5,0.05,16,191,247,215,171,464.905701368808,1856
50,0.5,0.05,16,247,215,171,191,464.905701368808,4082
50,0.5,0.05,16,247,171,191,215,464.905701368808,2318
50,0.5,0.05,16,247,215,171,191,464.905701368808,2402
50,0.5,0.05,16,171,311,247,191,478.648200759506,4628
50,0.5,0.05,16,315,171,215,247,479.806960618032,3956
50,0.5,0.05,16,191,215,247,171,464.905701368808,2948
50,0.5,0.05,16,249,171,215,191,465.465934102086,7400
50,0.5,0.05,16,215,171,191,247,464.905701368807,5552
50,0.5,0.05,16,191,247,171,311,478.648200759506,7778
50,0.5,0.05,48,247,171,191,215,464.905701368808,3482
50,0.5,0.05,48,247,191,171,215,464.905701368808,1220
50,0.5,0.05,48,171,191,247,215,464.905701368807,5536
50,0.5,0.05,48,215,171,247,191,464.905701368808,6420
50,0.5,0.05,48,191,171,215,247,464.905701368807,1818
50,0.5,0.05,48,191,247,215,171,464.905701368808,2520
50,0.5,0.05,48,215,247,171,191,464.905701368807,1298
50,0.5,0.05,48,247,215,171,191,464.905701368808,6940
50,0.5,0.05,48,247,215,171,191,464.905701368808,986
50,0.5,0.05,48,215,247,171,191,464.905701368807,6056
50,0.5,0.05,88,171,191,215,247,464.905701368807,5162
50,0.5,0.05,88,215,191,171,247,464.905701368808,6380
50,0.5,0.05,88,247,191,215,171,464.905701368807,7832
50,0.5,0.05,88,247,215,171,191,464.905701368808,1160
50,0.5,0.05,88,171,215,247,191,464.905701368808,470
50,0.5,0.05,88,215,191,247,171,464.905701368808,3902
50,0.5,0.05,88,191,215,247,171,464.905701368808,5192
50,0.5,0.05,88,171,191,247,215,464.905701368807,3416
50,0.5,0.05,88,191,215,171,247,464.905701368808,5150
50,0.5,0.05,88,215,191,247,171,464.905701368808,4436
50,0.5,0.2,4,215,247,171,191,464.905701368807,2690
50,0.5,0.2,4,191,247,215,171,464.905701368808,3170
50,0.5,0.2,4,247,171,215,191,464.905701368808,5906
50,0.5,0.2,4,191,171,215,247,464.905701368807,5954
50,0.5,0.2,4,215,171,247,191,464.905701368808,2306
50,0.5,0.2,4,191,171,247,215,464.905701368807,818
50,0.5,0.2,4,191,247,215,171,464.905701368808,7106
50,0.5,0.2,4,191,215,247,171,464.905701368808,2978
50,0.5,0.2,4,215,191,247,171,464.905701368808,7874
50,0.5,0.2,4,215,191,247,171,464.905701368808,4370
50,0.5,0.2,16,247,191,171,215,464.905701368808,4964
50,0.5,0.2,16,191,247,171,215,464.905701368808,218
50,0.5,0.2,16,215,247,191,171,464.905701368808,3200
50,0.5,0.2,16,215,191,171,247,464.905701368808,3074
50,0.5,0.2,16,171,247,191,215,464.905701368808,3242
50,0.5,0.2,16,215,171,191,247,464.905701368807,5258
50,0.5,0.2,16,191,171,215,247,464.905701368807,3368
50,0.5,0.2,16,191,247,171,215,464.905701368808,4838
50,0.5,0.2,16,247,191,215,171,464.905701368807,3116
50,0.5,0.2,16,247,171,215,191,464.905701368808,1940
50,0.5,0.2,48,215,247,171,191,464.905701368807,1610
50,0.5,0.2,48,215,247,171,191,464.905701368807,5900
50,0.5,0.2,48,191,215,247,171,464.905701368808,1038
50,0.5,0.2,48,171,247,215,191,464.905701368808,6238
50,0.5,0.2,48,191,171,215,247,464.905701368807,1922
50,0.5,0.2,48,171,191,215,247,464.905701368807,3508
50,0.5,0.2,48,215,191,171,247,464.905701368808,4444
50,0.5,0.2,48,215,171,191,247,464.905701368807,5744
50,0.5,0.2,48,215,247,171,191,464.905701368807,2364
50,0.5,0.2,48,247,191,215,171,464.905701368807,7018
50,0.5,0.2,88,191,171,247,215,464.905701368807,2234
50,0.5,0.2,88,247,191,215,171,464.905701368807,3104
50,0.5,0.2,88,247,171,215,191,464.905701368808,2648
50,0.5,0.2,88,247,215,171,191,464.905701368808,3170
50,0.5,0.2,88,247,171,215,191,464.905701368808,2774
50,0.5,0.2,88,247,171,191,215,464.905701368808,3296
50,0.5,0.2,88,215,171,191,247,464.905701368807,3644
50,0.5,0.2,88,191,247,171,215,464.905701368808,2252
50,0.5,0.2,88,247,215,171,191,464.905701368808,3818
50,0.5,0.2,88,247,171,215,191,464.905701368808,5480
50,0.5,0.5,4,249,135,191,215,487.727333395821,6242
