50,0.5,0.01,4,261,263,211,54948.4199060011,4466
50,0.5,0.01,4,269,263,199,56319.2645082566,4370
50,0.5,0.01,4,319,273,247,57632.9487216484,338
50,0.5,0.01,4,313,251,273,55673.7265245326,4034
50,0.5,0.01,4,273,211,261,54944.6185380509,4322
50,0.5,0.01,4,261,283,197,56349.5991276928,4514
50,0.5,0.01,4,271,313,269,55641.1554791649,4130
50,0.5,0.01,4,261,211,281,54944.8962301578,2018
50,0.5,0.01,4,261,281,211,54944.8962301579,3602
50,0.5,0.01,4,211,273,261,54944.618538051,866
50,0.5,0.01,16,211,269,273,54951.7494095297,3368
50,0.5,0.01,16,313,269,273,55640.6979144432,3074
50,0.5,0.01,16,211,295,249,54958.8534663439,4838
50,0.5,0.01,16,211,269,271,54951.7962214433,3704
50,0.5,0.01,16,273,199,271,56320.7346834323,3578
50,0.5,0.01,16,269,211,283,54951.7464916559,344
50,0.5,0.01,16,271,199,273,56320.7346834324,4670
50,0.5,0.01,16,283,261,197,56349.5991276928,3998
50,0.5,0.01,16,247,313,273,55673.1553484448,4250
50,0.5,0.01,16,287,319,269,57290.5615515954,3116
50,0.5,0.01,48,199,271,283,56321.2064295595,1922
50,0.5,0.01,48,273,261,211,54944.6185380509,2494
50,0.5,0.01,48,211,261,281,54944.8962301578,4236
50,0.5,0.01,48,269,263,199,56319.2645082566,3950
50,0.5,0.01,48,211,269,283,54951.7464916558,4132
50,0.5,0.01,48,313,247,273,55673.1553484451,2390
50,0.5,0.01,48,319,281,263,57436.5547029026,2676
50,0.5,0.01,48,283,211,247,54958.3863995076,2390
50,0.5,0.01,48,199,269,273,56320.1715732831,2832
50,0.5,0.01,48,283,261,313,55638.481659813,4340
50,0.5,0.01,88,211,261,283,54944.6573472577,3404
50,0.5,0.01,88,273,211,263,54949.5861812172,1736
50,0.5,0.01,88,313,261,273,55638.3142048945,3056
50,0.5,0.01,88,263,269,313,55640.9634984519,3716
50,0.5,0.01,88,249,211,283,54958.4220635408,3890
50,0.5,0.01,88,273,211,271,54952.8330986105,4850
50,0.5,0.01,88,261,199,273,56317.8804260756,4430
50,0.5,0.01,88,313,247,273,55673.1553484451,1988
50,0.5,0.01,88,211,263,273,54949.5861812172,3158
50,0.5,0.01,88,271,203,273,59694.3041172191,272
50,0.5,0.05,4,261,273,211,54944.618538051,3266
50,0.5,0.05,4,261,211,273,54944.6185380509,4370
50,0.5,0.05,4,273,211,261,54944.6185380509,3170
50,0.5,0.05,4,261,211,275,54944.9495580304,4178
50,0.5,0.05,4,261,211,283,54944.6573472578,3842
50,0.5,0.05,4,261,211,273,54944.6185380509,1634
50,0.5,0.05,4,261,281,211,54944.8962301579,2114
50,0.5,0.05,4,261,273,211,54944.618538051,2018
50,0.5,0.05,4,261,273,211,54944.618538051,1538
50,0.5,0.05,4,261,211,285,54945.0773321415,3170
50,0.5,0.05,16,273,211,261,54944.6185380509,2948
50,0.5,0.05,16,273,211,261,54944.6185380509,3242
50,0.5,0.05,16,281,261,211,54944.8962301578,4586
50,0.5,0.05,16,261,211,283,54944.6573472578,2570
50,0.5,0.05,16,211,261,283,54944.6573472577,2948
50,0.5,0.05,16,211,273,261,54944.618538051,1520
50,0.5,0.05,16,211,261,273,54944.6185380509,3872
50,0.5,0.05,16,273,211,261,54944.6185380509,3200
50,0.5,0.05,16,283,211,261,54944.6573472577,3242
50,0.5,0.05,16,273,261,211,54944.6185380509,2738
50,0.5,0.05,48,273,261,313,55638.3142048944,4600
50,0.5,0.05,48,211,261,273,54944.6185380509,2364
50,0.5,0.05,48,261,211,273,54944.6185380509,3170
50,0.5,0.05,48,211,283,261,54944.6573472578,1974
50,0.5,0.05,48,211,261,273,54944.6185380509,466
50,0.5,0.05,48,211,269,273,54951.7494095297,4652
50,0.5,0.05,48,273,261,211,54944.6185380509,76
50,0.5,0.05,48,211,273,261,54944.618538051,3196
50,0.5,0.05,48,211,261,273,54944.6185380509,570
50,0.5,0.05,48,261,273,211,54944.618538051,3066
50,0.5,0.05,88,211,283,269,54951.7464916558,3662
50,0.5,0.05,88,211,273,261,54944.618538051,1448
50,0.5,0.05,88,211,261,273,54944.6185380509,2780
50,0.5,0.05,88,273,211,261,54944.6185380509,3122
50,0.5,0.05,88,313,261,275,55639.012616387,2738
50,0.5,0.05,88,261,273,211,54944.618538051,674
50,0.5,0.05,88,273,211,261,54944.6185380509,2732
50,0.5,0.05,88,261,273,211,54944.618538051,2720
50,0.5,0.05,88,211,269,283,54951.7464916558,4334
50,0.5,0.05,88,211,273,261,54944.618538051,4118
50,0.5,0.2,4,211,273,261,54944.618538051,818
50,0.5,0.2,4,211,261,273,54944.6185380509,1922
50,0.5,0.2,4,273,261,211,54944.6185380509,1730
50,0.5,0.2,4,211,261,273,54944.6185380509,1490
50,0.5,0.2,4,211,261,273,54944.6185380509,4514
50,0.5,0.2,4,261,273,211,54944.618538051,4274
50,0.5,0.2,4,261,273,211,54944.618538051,3362
50,0.5,0.2,4,261,211,273,54944.6185380509,3218
50,0.5,0.2,4,273,261,211,54944.6185380509,1490
50,0.5,0.2,4,261,273,211,54944.618538051,2786
50,0.5,0.2,16,273,211,261,54944.6185380509,1562
50,0.5,0.2,16,273,261,211,54944.6185380509,1982
50,0.5,0.2,16,261,273,211,54944.618538051,1268
50,0.5,0.2,16,261,273,211,54944.618538051,1520
50,0.5,0.2,16,273,261,211,54944.6185380509,3032
50,0.5,0.2,16,273,261,211,54944.6185380509,2066
50,0.5,0.2,16,261,211,273,54944.6185380509,2486
50,0.5,0.2,16,283,211,261,54944.6573472577,3284
50,0.5,0.2,16,261,273,211,54944.618538051,3200
50,0.5,0.2,16,261,283,211,54944.6573472578,2066
50,0.5,0.2,48,261,211,273,54944.6185380509,960
50,0.5,0.2,48,261,273,211,54944.618538051,3586
50,0.5,0.2,48,273,211,261,54944.6185380509,2442
50,0.5,0.2,48,211,273,261,54944.618538051,4028
50,0.5,0.2,48,211,261,273,54944.6185380509,1740
50,0.5,0.2,48,211,273,261,54944.618538051,544
50,0.5,0.2,48,273,261,211,54944.6185380509,1038
50,0.5,0.2,48,211,273,261,54944.618538051,3274
50,0.5,0.2,48,211,261,273,54944.6185380509,1272
50,0.5,0.2,48,273,261,211,54944.6185380509,1064
50,0.5,0.2,88,273,261,211,54944.6185380509,1580
50,0.5,0.2,88,261,211,273,54944.6185380509,1700
50,0.5,0.2,88,261,273,211,54944.618538051,1358
50,0.5,0.2,88,261,211,273,54944.6185380509,1592
50,0.5,0.2,88,211,261,273,54944.6185380509,2198
50,0.5,0.2,88,273,211,261,54944.6185380509,578
50,0.5,0.2,88,211,261,273,54944.6185380509,1388
50,0.5,0.2,88,211,273,261,54944.618538051,1148
50,0.5,0.2,88,273,261,211,54944.6185380509,1844
50,0.5,0.2,88,273,261,211,54944.6185380509,974
50,0.5,0.5,4,273,211,261,54944.6185380509,2450
50,0.5,0.5,4,261,211,273,54944.6185380509,4418
50,0.5,0.5,4,273,211,261,54944.6185380509,3410
50,0.5,0.5,4,273,261,211,54944.6185380509,2882
50,0.5,0.5,4,261,211,273,54944.6185380509,578
50,0.5,0.5,4,261,211,283,54944.6573472578,4706
50,0.5,0.5,4,273,211,261,54944.6185380509,4754
50,0.5,0.5,4,211,283,261,54944.6573472578,3122
50,0.5,0.5,4,261,283,211,54944.6573472578,3026
50,0.5,0.5,4,261,273,211,54944.618538051,4322
50,0.5,0.5,16,261,273,211,54944.618538051,2612
50,0.5,0.5,16,261,273,211,54944.618538051,680
50,0.5,0.5,16,211,261,273,54944.6185380509,2066
50,0.5,0.5,16,211,273,261,54944.618538051,4124
50,0.5,0.5,16,261,273,211,54944.618538051,3116
50,0.5,0.5,16,273,211,261,54944.6185380509,2696
50,0.5,0.5,16,273,261,211,54944.6185380509,2696
50,0.5,0.5,16,211,273,261,54944.618538051,2864
50,0.5,0.5,16,261,273,211,54944.618538051,1898
50,0.5,0.5,16,211,261,273,54944.6185380509,3116
50,0.5,0.5,48,261,273,211,54944.618538051,2988
50,0.5,0.5,48,211,273,261,54944.618538051,1870
50,0.5,0.5,48,273,211,261,54944.6185380509,1402
50,0.5,0.5,48,261,211,273,54944.6185380509,1948
50,0.5,0.5,48,211,273,261,54944.618538051,2052
50,0.5,0.5,48,261,211,273,54944.6185380509,1168
50,0.5,0.5,48,273,211,261,54944.6185380509,4548
50,0.5,0.5,48,261,211,273,54944.6185380509,3300
50,0.5,0.5,48,261,273,211,54944.618538051,986
50,0.5,0.5,48,211,273,261,54944.618538051,1636
50,0.5,0.5,88,273,261,211,54944.6185380509,2486
50,0.5,0.5,88,261,211,273,54944.6185380509,4070
50,0.5,0.5,88,261,273,211,54944.618538051,3446
50,0.5,0.5,88,211,273,261,54944.618538051,434
50,0.5,0.5,88,273,211,261,54944.6185380509,2648
50,0.5,0.5,88,273,211,261,54944.6185380509,746
50,0.5,0.5,88,273,261,211,54944.6185380509,2642
