50,0.5,0.01,4,223,215,171,247,135,284.476458564612,5618
50,0.5,0.01,4,247,171,215,311,171,266.433698414299,7394
50,0.5,0.01,4,171,311,215,249,171,266.467369468834,1874
50,0.5,0.01,4,116,171,171,247,215,267.809475155875,6434
50,0.5,0.01,4,311,247,215,171,171,266.433698414299,3362
50,0.5,0.01,4,213,135,171,215,247,282.681960114807,4082
50,0.5,0.01,4,171,213,215,249,171,267.841487645974,7826
50,0.5,0.01,4,171,171,215,247,215,263.522973137956,4802
50,0.5,0.01,4,171,145,215,249,215,287.590048731399,7154
50,0.5,0.01,4,249,311,171,311,171,268.759455424655,6050
50,0.5,0.01,16,215,311,171,171,251,266.834404307386,3956
50,0.5,0.01,16,171,199,215,215,247,272.895567778689,7988
50,0.5,0.01,16,215,215,199,247,171,272.895567778689,5300
50,0.5,0.01,16,215,171,171,251,311,266.834404307386,2570
50,0.5,0.01,16,171,247,171,215,215,263.522973137956,1730
50,0.5,0.01,16,111,247,215,171,135,291.692825544167,7526
50,0.5,0.01,16,213,171,171,247,215,267.81153895733,6518
50,0.5,0.01,16,215,247,171,215,199,272.895567778689,6182
50,0.5,0.01,16,249,171,171,311,205,275.7670125376,6014
50,0.5,0.01,16,171,215,202,247,199,283.987418214525,7904
50,0.5,0.01,48,311,247,171,199,215,276.839720331077,7434
50,0.5,0.01,48,247,213,215,171,171,267.81153895733,7460
50,0.5,0.01,48,171,247,116,215,171,267.809475155875,5484
50,0.5,0.01,48,116,116,171,247,171,274.633829217974,6524
50,0.5,0.01,48,171,215,249,199,311,276.89139618028,7460
50,0.5,0.01,48,247,171,215,215,135,278.87097215597,7460
50,0.5,0.01,48,215,215,135,247,171,278.87097215597,5432
50,0.5,0.01,48,215,135,247,311,171,281.769963366322,3924
50,0.5,0.01,48,199,215,213,251,171,277.569673317484,6940
50,0.5,0.01,48,171,215,213,171,247,267.81153895733,4132
50,0.5,0.01,88,199,247,215,199,135,305.225178606114,6524
50,0.5,0.01,88,215,247,215,199,171,272.895567778689,6572
50,0.5,0.01,88,311,171,171,215,247,266.433698414299,5810
50,0.5,0.01,88,171,215,249,171,215,263.569367763394,6860
50,0.5,0.01,88,247,215,171,199,186,279.499503458591,3992
50,0.5,0.01,88,199,311,311,171,247,280.063476364652,7394
50,0.5,0.01,88,135,215,247,215,171,278.87097215597,2744
50,0.5,0.01,88,247,135,135,215,199,301.90330824439,4946
50,0.5,0.01,88,171,247,171,213,215,267.81153895733,6602
50,0.5,0.01,88,171,213,171,251,215,268.261851397725,428
50,0.5,0.05,4,171,171,215,247,311,266.4336984143,5618
50,0.5,0.05,4,171,247,215,215,171,263.522973137956,2546
50,0.5,0.05,4,311,311,171,247,171,268.741522061765,2594
50,0.5,0.05,4,171,171,215,215,247,263.522973137956,4850
50,0.5,0.05,4,247,171,215,171,215,263.522973137956,4178
50,0.5,0.05,4,171,171,215,247,215,263.522973137956,6722
50,0.5,0.05,4,171,171,247,215,311,266.4336984143,1970
50,0.5,0.05,4,215,215,171,171,247,263.522973137956,6818
50,0.5,0.05,4,215,171,247,171,215,263.522973137956,7970
50,0.5,0.05,4,171,247,215,116,171,267.809475155875,2642
50,0.5,0.05,16,171,171,247,215,215,263.522973137956,1898
50,0.5,0.05,16,215,215,171,247,171,263.522973137956,5090
50,0.5,0.05,16,199,171,215,215,247,272.895567778689,3368
50,0.5,0.05,16,171,171,247,215,215,263.522973137956,6434
50,0.5,0.05,16,171,247,215,171,215,263.522973137956,2570
50,0.5,0.05,16,247,215,215,171,171,263.522973137956,2738
50,0.5,0.05,16,171,171,215,215,247,263.522973137956,7358
50,0.5,0.05,16,215,171,171,215,247,263.522973137956,4628
50,0.5,0.05,16,215,171,215,171,247,263.522973137956,4838
50,0.5,0.05,16,247,215,171,215,171,263.522973137956,1982
50,0.5,0.05,48,215,215,171,171,247,263.522973137956,3040
50,0.5,0.05,48,247,215,215,171,171,263.522973137956,5640
50,0.5,0.05,48,171,311,171,215,247,266.433698414299,4236
50,0.5,0.05,48,215,171,171,247,215,263.522973137956,2988
50,0.5,0.05,48,171,215,215,247,171,263.522973137956,4938
50,0.5,0.05,48,215,171,247,215,171,263.522973137956,6186
50,0.5,0.05,48,215,247,171,171,215,263.522973137956,5120
50,0.5,0.05,48,171,215,171,247,215,263.522973137956,7434
50,0.5,0.05,48,247,215,171,171,215,263.522973137956,5328
50,0.5,0.05,48,171,247,171,215,215,263.522973137956,2338
50,0.5,0.05,88,215,215,171,171,247,263.522973137956,7964
50,0.5,0.05,88,171,215,247,215,171,263.522973137956,6248
50,0.5,0.05,88,215,247,171,171,215,263.522973137956,4148
50,0.5,0.05,88,247,215,215,171,171,263.522973137956,3104
50,0.5,0.05,88,215,247,215,171,171,263.522973137956,3656
50,0.5,0.05,88,215,247,171,215,171,263.522973137956,4280
50,0.5,0.05,88,171,215,171,247,215,263.522973137956,1508
50,0.5,0.05,88,247,215,171,215,171,263.522973137956,2252
50,0.5,0.05,88,171,247,215,171,215,263.522973137956,1040
50,0.5,0.05,88,171,215,171,247,215,263.522973137956,4712
50,0.5,0.2,4,199,215,247,171,215,272.895567778689,4610
50,0.5,0.2,4,171,247,215,311,171,266.4336984143,4898
50,0.5,0.2,4,215,171,215,171,249,263.569367763394,5858
50,0.5,0.2,4,247,171,215,215,199,272.895567778689,4322
50,0.5,0.2,4,247,215,171,215,171,263.522973137956,4802
50,0.5,0.2,4,311,215,247,171,171,266.433698414299,7010
50,0.5,0.2,4,116,247,171,171,215,267.809475155875,2402
50,0.5,0.2,4,247,215,171,311,199,276.839720331077,7010
50,0.5,0.2,4,215,171,215,247,171,263.522973137956,6434
50,0.5,0.2,4,171,249,171,215,311,266.467369468834,7778
50,0.5,0.2,16,247,171,171,215,215,263.522973137956,974
50,0.5,0.2,16,247,171,171,215,215,263.522973137956,4796
50,0.5,0.2,16,215,215,171,171,247,263.522973137956,5972
50,0.5,0.2,16,215,247,171,171,215,263.522973137956,890
50,0.5,0.2,16,171,171,215,215,247,263.522973137956,4922
50,0.5,0.2,16,247,171,215,215,171,263.522973137956,4292
50,0.5,0.2,16,215,247,171,215,171,263.522973137956,2780
50,0.5,0.2,16,171,215,215,171,247,263.522973137956,3368
50,0.5,0.2,16,171,215,247,171,215,263.522973137956,6056
50,0.5,0.2,16,247,171,171,215,215,263.522973137956,5888
50,0.5,0.2,48,171,215,171,215,247,263.522973137956,2494
50,0.5,0.2,48,171,171,215,215,247,263.522973137956,7694
50,0.5,0.2,48,171,215,215,247,171,263.522973137956,3014
50,0.5,0.2,48,215,247,215,171,171,263.522973137956,5926
50,0.5,0.2,48,215,247,171,215,171,263.522973137956,3612
50,0.5,0.2,48,171,247,171,215,215,263.522973137956,1090
50,0.5,0.2,48,171,247,215,171,215,263.522973137956,986
50,0.5,0.2,48,171,215,171,247,215,263.522973137956,2338
50,0.5,0.2,48,215,247,215,171,199,272.895567778689,3508
50,0.5,0.2,48,215,215,247,171,171,263.522973137956,3248
50,0.5,0.2,88,247,171,215,215,171,263.522973137956,1934
50,0.5,0.2,88,171,215,171,247,215,263.522973137956,1334
50,0.5,0.2,88,171,215,215,171,247,263.522973137956,6554
50,0.5,0.2,88,215,171,171,247,215,263.522973137956,4286
50,0.5,0.2,88,215,171,171,247,215,263.522973137956,2102
50,0.5,0.2,88,215,247,171,171,215,263.522973137956,2138
50,0.5,0.2,88,171,215,171,247,215,263.522973137956,1436
50,0.5,0.2,88,215,215,171,171,247,263.522973137956,3230
50,0.5,0.2,88,215,171,171,247,215,263.522973137956,2678
50,0.5,0.2,88,215,215,171,171,247,263.522973137956,2036
50,0.5,0.5,4,311,251,215,199,171,277.54810190688,2930
50,0.5,0.5,4,213,171,249,215,215,289.942903432135,7970
50,0.5,0.5,4,215,171,311,249,171,266.467369468834,3266
50,0.5,0.5,4,247,215,215,171,199,272.895567778689,5138
50,0.5,0.5,4,311,135,249,215,171,281.799541489169,6194
50,0.5,0.5,4,171,197,171,247,311,274.634197381276,3938
50,0.5,0.5,4,247,171,297,215,171,279.422075044409,4466
50,0.5,0.5,4,171,251,297,171,215,279.981845853891,1730
50,0.5,0.5,4,251,171,171,215,223,270.178913089522,5954
50,0.5,0.5,4,197,171,249,171,215,276.119590583506,5906
50,0.5,0.5,16,171,171,311,215,257,269.852795316512,3410
50,0.5,0.5,16,171,249,215,225,171,270.81669585214,5510
50,0.5,0.5,16,215,171,116,171,249,267.84490314687,7316
50,0.5,0.5,16,215,171,251,223,171,270.178913089522,4922
50,0.5,0.5,16,171,116,171,249,116,274.638147373881,4964
50,0.5,0.5,16,215,171,215,171,247,263.522973137956,6140
50,0.5,0.5,16,311,247,171,171,311,268.741522061765,2780
50,0.5,0.5,16,116,215,171,247,171,267.809475155875,1646
50,0.5,0.5,16,171,247,171,311,215,266.433698414299,4376
50,0.5,0.5,16,215,116,171,171,251,268.222691866419,7232
50,0.5,0.5,48,215,171,171,249,215,263.569367763394,5068
50,0.5,0.5,48,171,215,247,215,171,263.522973137956,4366
50,0.5,0.5,48,171,247,171,215,215,263.522973137956,2416
50,0.5,0.5,48,215,311,247,171,171,266.433698414299,2000
50,0.5,0.5,48,251,171,215,171,215,264.086745526369,7044
50,0.5,0.5,48,215,215,171,171,247,263.522973137956,7434
50,0.5,0.5,48,171,215,215,171,247,263.522973137956,5380
50,0.5,0.5,48,171,247,171,215,215,263.522973137956,2754
50,0.5,0.5,48,247,215,171,215,171,263.522973137956,6368
50,0.5,0.5,48,247,171,171,215,311,266.4336984143,2390
50,0.5,0.5,88,249,171,215,215,171,263.569367763394,3236
50,0.5,0.5,88,171,171,215,249,215,263.569367763394,5666
50,0.5,0.5,88,171,247,215,171,215,263.522973137956,4586
50,0.5,0.5,88,171,215,215,249,171,263.569367763394,3566
50,0.5,0.5,88,215,171,247,215,171,263.522973137956,4010
50,0.5,0.5,88,215,171,171,249,215,263.569367763394,2522
50,0.5,0.5,88,249,215,215,171,171,263.569367763394,5582
50,0.5,0.5,88,215,171,171,311,247,266.433698414299,7442
50,0.5,0.5,88,171,215,215,247,171,263.522973137956,7274
50,0.5,0.5,88,215,215,171,171,247,263.522973137956,7040
50,0.7,0.01,4,247,171,199,171,215,274.417879813702,7874
50,0.7,0.01,4,215,135,311,245,171,288.695520006277,7106
50,0.7,0.01,4,215,247,215,171,171,263.522973137956,4466
50,0.7,0.01,4,116,247,215,199,171,277.628092934298,6146
50,0.7,0.01,4,171,247,215,171,116,267.809475155875,7682
50,0.7,0.01,4,215,247,171,199,215,272.895567778689,4082
50,0.7,0.01,4,116,199,171,251,311,282.13914274617,2978
50,0.7,0.01,4,116,249,215,171,171,267.84490314687,6866
50,0.7,0.01,4,135,171,249,311,215,281.799541489169,4706
50,0.7,0.01,4,135,251,215,215,171,279.375208269103,6578
50,0.7,0.01,16,215,215,171,249,171,263.569367763394,6728
50,0.7,0.01,16,199,215,249,171,213,276.91681787887,2024
50,0.7,0.01,16,171,207,249,215,215,281.97957427775,3872
50,0.7,0.01,16,199,215,171,215,247,272.895567778689,2864
50,0.7,0.01,16,171,213,215,171,247,267.81153895733,3998
50,0.7,0.01,16,215,171,215,247,171,263.522973137956,6980
50,0.7,0.01,16,135,171,247,213,116,292.585290362472,7988
50,0.7,0.01,16,199,247,215,171,113,280.435039951723,7694
50,0.7,0.01,16,311,215,171,247,171,266.433698414299,7400
50,0.7,0.01,16,247,116,171,171,215,267.809475155875,1520
50,0.7,0.01,48,171,213,215,171,249,267.841487645974,7148
50,0.7,0.01,48,171,215,215,171,247,263.522973137956,4470
50,0.7,0.01,48,171,171,215,213,251,268.261851397725,6056
50,0.7,0.01,48,171,215,135,215,247,278.87097215597,7304
50,0.7,0.01,48,171,311,311,199,247,280.063476364652,7642
