Hour,pattern
182,0.600865281311299
183,0.756821695444904
184,0.942328403011717
185,1.11451469861702
186,1.4012640122726
187,1.41269246297521
188,1.45185116107661
189,1.21289386992006
190,1.03886802423408
191,0.846262129441931
192,0.535819769836478
193,0.469621420763959
194,0.558907907084987
195,0.527843237477949
196,0.560311043729325
197,0.752809026292601
198,0.959584338183389
199,0.960448343475702
200,0.891348821947282
201,0.926731185089515
202,0.775106690834011
203,0.842580750789891
204,0.890102154705258
205,0.829179171670376
206,0.887310164392373
207,0.967473131851519
208,1.09662214633166
209,1.30460731207187
210,1.60214053926946
211,1.62589042032836
212,1.63676985890161
213,1.45063918997108
214,1.31210453507083
215,1.08017654446107
216,0.768023975594933
217,0.752336354241663
218,0.885584396438074
219,1.05122392414921
220,1.09162024190595
221,1.4348014214974
222,1.54704112314708
223,1.39532265531213
224,1.2204447924032
225,1.24158573798758
226,1.10340779989425
227,1.01088651696702
228,0.955023929254897
229,0.818486092140511
230,1.00685592667696
231,1.27015994688581
232,1.48677258019914
233,1.63471563158149
234,1.88252614752694
235,1.90715940595764
236,1.75936182962259
237,1.59555985799437
238,1.49281932647486
239,1.22512969046858
240,0.944808439453389
241,0.891269863278925
242,0.857955595657446
243,0.919831480905761
244,0.983646208370784
245,1.17746326542984
246,1.40022060194341
247,1.23847058316051
248,1.064366298437
249,1.11270278697946
250,0.933148265639936
251,0.935393832407332
252,0.807890449916512
253,0.760786348627812
254,0.847390338715147
255,0.921608983073815
256,1.1138914169289
257,1.30382450614377
258,1.37604249882147
259,1.4457032951808
260,1.41406243796033
261,1.29178260317843
262,0.990451048726615
263,0.807950522810643
264,0.599519294848285
265,0.507341825382854
266,0.496481443083935
267,0.386164339079773
268,0.676947890399431
269,0.78978044185456
270,0.815571530866632
271,0.917844466161085
272,0.865110877441797
273,0.89905392684424
274,0.920808220263674
275,0.83274438155535
276,0.815382918378652
277,0.697506696612071
278,0.762035150736842
279,0.938933277850105
280,1.01561352920894
281,1.24845526893868
282,1.46145429682115
283,1.52591996381143
284,1.47038524522117
285,1.31720521044134
286,1.10533858959977
287,0.928519424397857
288,0.883165255798282
289,0.934863166006941
290,1.03303499398011
291,1.15333799736166
292,1.26305807558529
293,1.4018861952012
294,1.48698069715638
295,1.52110035943315
296,1.35990031371096
297,1.22740879966923
298,1.06441888594922
299,1.01026525611366
300,0.807624230527709
301,0.658004790347327
302,0.835281867104209
303,1.05628468560218
304,1.17055563057164
305,1.34491574659462
306,1.55383952572336
307,1.47916679348574
308,1.39808397796121
309,1.21338384827607
310,0.976355143510252
311,0.772343225020433
312,0.576855076166144
313,0.621141754703675
314,0.817124054640345
315,0.979036727820121
316,1.1581569985617
317,1.14420353017639
318,1.24069690520536
319,1.13157471253381
320,0.96870362664975
321,0.861152071776961
322,0.718712270583098
323,0.733227736095207
324,0.508333742972244
325,0.533257109676004
326,0.524529914150543
327,0.626522634665992
328,0.746474253288677
329,0.922867520689671
330,1.07985418278702
331,1.15804068931723
332,1.11680363883485
333,1.05289578167635
334,0.907280561876866
335,0.753279374689104
336,0.60436746526347
337,0.604522783359633
338,0.602292713425256
339,0.663400582642598
340,0.860243708502388
341,1.06967685926344
342,1.14080341809009
343,1.03963720154945
344,0.854799650997893
345,0.824036105389245
346,0.782078966891118
347,0.664588986166142
348,0.567963337613401
349,0.428256612829104
350,0.661198830650491
351,0.884426899413661
352,1.01601091421587
353,1.07311094965099
354,1.30911131135627
355,1.45954559091426
356,1.40333071766077
357,1.3218851818594
358,1.16179691140832
359,1.17160520365484
360,1.17385849300953
361,1.25424308430126
362,1.05437431097804
363,1.02436304923355
364,1.1203903814534
365,1.3812302810667
366,1.45298655061848
367,1.41621599194272
368,1.2096575883927
369,1.04756187011426
370,0.996938119032268
371,1.03601305997117
372,0.913668036611525
373,0.853599633104617
374,1.05900217611536
375,1.12516821732117
376,1.12749848302389
377,1.22141391974866
378,1.40196098238114
379,1.4613192860593
380,1.43576092851471
381,1.30926296133515
382,1.05055953441283
383,0.961512596768628
384,1.00386149371059
385,0.903324818722894
386,0.971670864225795
387,0.883712746412246
388,0.794701718956286
389,0.799611908726714
390,1.07263731612515
391,0.94375548614241
392,0.87011800325907
393,0.826502119397831
394,0.748167955757202
395,0.748158590193828
396,0.732714017328968
397,0.820241426276431
398,0.968851963567925
399,0.932438334504335
400,1.1369073753649
401,1.26511950723502
402,1.47229161194341
403,1.45030787707364
404,1.34592144808811
405,1.13621698490196
406,1.0328681693239
407,0.828956981629107
408,0.761576939103101
409,0.864743634856277
410,1.02893047474658
411,1.27560517807142
412,1.33408151139036
413,1.48540511923007
414,1.61872331092635
415,1.48893728452069
416,1.2697276261445
417,1.22530163814158
418,0.925797429697266
419,0.75271346604802
420,0.664109558547411
421,0.632332604125656
422,0.603196051478068
423,0.90140172786123
424,0.944742969359558
425,1.14891722416269
426,1.42299069519715
427,1.40480655571664
428,1.22905062150888
429,1.14203520733388
430,0.995055496616719
431,0.832564105677317
432,0.613716868136018
433,0.6196142727633
434,0.722272494703438
435,0.74985105395217
436,0.922498753733659
437,1.24501202834396
438,1.25641312199252
439,1.24325477273401
440,1.05623552808813
441,0.861698387096572
442,0.829783837806634
443,0.69612323928675
444,0.781712365723155
445,0.908046465506983
446,1.04324190622297
447,1.29506256286372
448,1.14315680522782
449,1.33359105171343
450,1.51808454003547
451,1.7206109632881
452,1.58442526996456
453,1.33103794968092
454,1.17498462717878
455,0.976375695277858
456,0.772556373808021
457,0.685667647239646
458,0.680007413159853
459,0.822598294729719
460,0.827626961674711
461,1.08959012929288
462,1.39535817804309
463,1.14939567159679
464,1.00518210315118
465,1.06840161813295
466,0.90679979784992
467,0.972562044062585
468,0.93071039035742
469,0.937785376737064
470,0.877070954080044
471,1.02592956410761
472,1.07189541430633
473,1.2062057581299
474,1.47315325367098
475,1.36207982110848
476,1.3474526067682
477,1.2800676521719
478,1.2185199083829
479,1.13932102983361
480,1.02178289082726
481,0.935589331741068
482,0.838034633463231
483,0.825734711053584
484,1.0240727534249
485,1.18888598725585
486,1.38625493443787
487,1.31177487978099
488,1.10151683486433
489,1.14713214327202
490,0.930355401524791
491,0.923099274101013
492,0.762761097742731
493,0.803440649761235
494,0.768493933411842
495,0.792448202074708
496,0.823760498532807
497,0.926036896211326
498,1.1247647690328
499,1.21964875602243
500,1.01148925000706
501,1.101507999118
502,0.918802101784264
503,0.917426201429869
504,1.22214823320709
