50,0.5,0.01,4,159,204,143974.878401729,1202
50,0.5,0.01,4,202,159,143974.878401729,3026
50,0.5,0.01,16,159,325,142873.9236557,4502
50,0.5,0.01,16,159,215,149203.494419136,3200
50,0.5,0.01,48,325,159,142873.9236557,4912
50,0.5,0.01,48,159,325,142873.9236557,2416
50,0.5,0.01,88,159,325,142873.9236557,3224
50,0.5,0.01,88,325,155,172388.840445563,2750
50,0.5,0.05,4,159,202,143974.878401729,50
50,0.5,0.05,4,325,159,142873.9236557,4946
50,0.5,0.05,16,159,325,142873.9236557,260
50,0.5,0.05,16,325,159,142873.9236557,764
50,0.5,0.05,48,159,325,142873.9236557,2260
50,0.5,0.05,48,159,325,142873.9236557,4054
50,0.5,0.05,88,159,325,142873.9236557,224
50,0.5,0.05,88,159,325,142873.9236557,4694
50,0.5,0.2,4,325,159,142873.9236557,386
50,0.5,0.2,4,325,159,142873.9236557,386
50,0.5,0.2,16,159,325,142873.9236557,764
50,0.5,0.2,16,325,159,142873.9236557,722
50,0.5,0.2,48,159,325,142873.9236557,128
50,0.5,0.2,48,159,325,142873.9236557,856
50,0.5,0.2,88,325,159,142873.9236557,242
50,0.5,0.2,88,159,325,142873.9236557,278
50,0.5,0.5,4,325,159,142873.9236557,2978
50,0.5,0.5,4,325,159,142873.9236557,530
50,0.5,0.5,16,159,325,142873.9236557,1310
50,0.5,0.5,16,325,159,142873.9236557,848
50,0.5,0.5,48,325,159,142873.9236557,934
50,0.5,0.5,48,159,325,142873.9236557,1480
50,0.5,0.5,88,159,325,142873.9236557,524
50,0.5,0.5,88,325,159,142873.9236557,770
50,0.7,0.01,4,159,325,142873.9236557,194
50,0.7,0.01,4,202,159,143974.878401729,722
50,0.7,0.01,16,159,325,142873.9236557,134
50,0.7,0.01,16,204,159,143974.878401729,4796
50,0.7,0.01,48,325,159,142873.9236557,1740
50,0.7,0.01,48,325,159,142873.9236557,4288
50,0.7,0.01,88,205,153,239411.5865972,182
50,0.7,0.01,88,205,159,146805.999763342,1166
50,0.7,0.05,4,159,325,142873.9236557,578
50,0.7,0.05,4,325,159,142873.9236557,1970
50,0.7,0.05,16,159,325,142873.9236557,386
50,0.7,0.05,16,325,159,142873.9236557,1940
50,0.7,0.05,48,159,325,142873.9236557,3560
50,0.7,0.05,48,325,159,142873.9236557,154
50,0.7,0.05,88,325,159,142873.9236557,1292
50,0.7,0.05,88,325,159,142873.9236557,170
50,0.7,0.2,4,325,159,142873.9236557,290
50,0.7,0.2,4,159,325,142873.9236557,1250
50,0.7,0.2,16,325,159,142873.9236557,1394
50,0.7,0.2,16,159,325,142873.9236557,1142
50,0.7,0.2,48,325,159,142873.9236557,674
50,0.7,0.2,48,325,159,142873.9236557,1090
50,0.7,0.2,88,325,159,142873.9236557,176
50,0.7,0.2,88,325,159,142873.9236557,350
50,0.7,0.5,4,159,325,142873.9236557,530
50,0.7,0.5,4,159,325,142873.9236557,1346
50,0.7,0.5,16,159,325,142873.9236557,428
50,0.7,0.5,16,325,159,142873.9236557,260
50,0.7,0.5,48,159,325,142873.9236557,570
50,0.7,0.5,48,159,325,142873.9236557,310
50,0.7,0.5,88,159,325,142873.9236557,1070
50,0.7,0.5,88,159,325,142873.9236557,242
50,0.9,0.01,4,112,159,151978.049108518,4226
50,0.9,0.01,4,202,159,143974.878401729,2690
50,0.9,0.01,16,325,159,142873.9236557,1730
50,0.9,0.01,16,159,325,142873.9236557,3452
50,0.9,0.01,48,159,197,151543.018565239,258
50,0.9,0.01,48,159,325,142873.9236557,674
50,0.9,0.01,88,325,159,142873.9236557,272
50,0.9,0.01,88,204,155,173799.126685993,200
50,0.9,0.05,4,325,159,142873.9236557,1106
50,0.9,0.05,4,159,325,142873.9236557,1970
50,0.9,0.05,16,159,325,142873.9236557,2906
50,0.9,0.05,16,159,325,142873.9236557,1562
50,0.9,0.05,48,325,159,142873.9236557,804
50,0.9,0.05,48,325,159,142873.9236557,414
50,0.9,0.05,88,159,325,142873.9236557,4760
50,0.9,0.05,88,325,159,142873.9236557,3050
50,0.9,0.2,4,159,325,142873.9236557,1634
50,0.9,0.2,4,325,159,142873.9236557,194
50,0.9,0.2,16,325,159,142873.9236557,974
50,0.9,0.2,16,325,159,142873.9236557,176
50,0.9,0.2,48,159,325,142873.9236557,1402
50,0.9,0.2,48,159,325,142873.9236557,440
50,0.9,0.2,88,159,325,142873.9236557,764
50,0.9,0.2,88,325,159,142873.9236557,1562
50,0.9,0.5,4,325,159,142873.9236557,1106
50,0.9,0.5,4,159,325,142873.9236557,770
